Counter,Hour of day,Day of year,Photovoltaics,Import-from-high-voltage-grid,Storage-output,Storage-input,Base-demand,Heat-pumps,Electro-mobility,Export-to-high-voltage-grid
687,15,29,9.521028,0,0,1.585008,4.2305636,0.39489245,3.3105633,0
688,16,29,5.8331203,2.2097886,0,0.91195065,3.7138498,0.24483797,3.1722708,0
689,17,29,0.9936494,3.7837443,0,0.22403578,3.1561563,0.11204865,1.2851532,0
690,18,29,0.022346837,4.4551873,0,0,3.0516024,0.07062018,1.3553113,0
691,19,29,0,4.558869,0,0,3.7503498,0.07240167,0.7361174,0
692,20,29,0,4.811274,0.27792117,0,3.698989,0.09644018,1.2937658,0
693,21,29,0,3.747759,1.0197215,0,3.1613579,0.13881807,1.4673045,0
694,22,29,0,2.5170696,1.2976427,0,2.6349995,0.16085157,1.0188612,0
695,23,29,0,1.7263697,1.1116847,0,2.2287083,0.16879876,0.4405474,0
696,24,29,0,0.8841479,1.3896059,0,2.0000932,0.21266747,0.060993116,0
697,25,30,0,2.2655618,0,0,1.9416316,0.29408222,0.029848024,0
698,26,30,0,2.0759597,0,0,1.7536947,0.29241687,0.029848024,0
699,27,30,0,2.011037,0,0,1.6717979,0.30939126,0.029848024,0
700,28,30,0,2.06562,0,0,1.7084235,0.32734844,0.029848024,0
701,29,30,0,2.628644,0,0,1.7249608,0.33614913,0.567534,0
702,30,30,0,3.9016979,0,0,2.1115506,0.391662,1.3984854,0
703,31,30,0,4.286194,0,0,2.5893922,0.3795175,1.3172839,0
704,32,30,3.4113455,3.3314667,0,0,3.2601223,0.57375443,2.9089353,0
705,33,30,5.0173445,3.1985304,0,0,3.692853,0.5907934,3.9322288,0
706,34,30,1.7284669,4.049149,0,0,3.724527,0.3033514,1.7497376,0
707,35,30,3.5201464,3.645609,0,0,3.9932218,0.3416314,2.830902,0
708,36,30,6.8568716,2.1261516,0,0,4.76303,0.8940011,3.325992,0
709,37,30,5.280533,2.4942846,0,0,4.431081,0.20130941,3.1424274,0
710,38,30,3.8323088,2.41651,0,0,3.872749,0.15114132,2.2249286,0
711,39,30,7.352497,0.45811734,0,0,4.0787663,0.32483318,3.407015,0
712,40,30,7.567517,0.20037223,0,0,3.8352575,0.67140007,3.2612317,0
713,41,30,3.5606902,2.610469,0,0,3.335849,0.16845676,2.6668537,0
714,42,30,0.19975878,4.2211795,0,0,3.064021,0.14326084,1.2136558,0
715,43,30,0,4.7922587,0,0,3.7503498,0.18628979,0.85561913,0
716,44,30,0,5.4125714,0,0,3.698989,0.27011093,1.4434716,0
717,45,30,0,4.9947276,0,0,3.1613579,0.20695913,1.6264105,0
718,46,30,0,4.0387435,0,0,2.6349995,0.2500668,1.1536771,0
719,47,30,0,2.9688907,0,0,2.2287083,0.19614258,0.5440398,0
720,48,30,0,2.3664806,0,0,2.0000932,0.22246051,0.1439269,0
721,49,31,0,2.2977986,0,0,1.9535942,0.31435624,0.029848024,0
722,50,31,0,2.1295555,0,0,1.7603698,0.33933768,0.029848024,0
723,51,31,0,2.0675151,0,0,1.6771971,0.36046988,0.029848024,0
724,52,31,0,2.1287963,0,0,1.7133161,0.3856323,0.029848024,0
725,53,31,0,2.1701014,0,0,1.7300922,0.4101612,0.029848024,0
726,54,31,0,3.4600873,0,0,2.1286018,0.38904905,0.9424364,0
727,55,31,0,4.2040687,0,0,2.6134512,0.35806793,1.2325495,0
728,56,31,1.2069691,3.75657,0,0,3.165717,0.33273774,1.4650846,0
729,57,31,4.7342396,2.888778,0,0,3.7150004,0.33372355,3.5742939,0
730,58,31,7.24493,1.4066247,0,0.2736371,4.1360865,0.42090255,3.8209286,0
731,59,31,9.519682,0,0,1.0111533,4.417211,0.5061896,3.5851276,0
732,60,31,10.463494,0,0,1.5701534,4.9987597,0.6205719,3.2740092,0
733,61,31,10.547922,0,0,1.6652744,4.8560266,0.801795,3.2248263,0
734,62,31,10.096856,0,0,1.2965163,4.3763,1.112897,3.311143,0
735,63,31,8.20891,0,0,0.4638791,4.207101,0.13101594,3.406914,0
736,64,31,5.3212705,1.7578852,0,0,3.7599585,0.058814384,3.2603831,0
737,65,31,1.5833231,3.5731742,0,0,3.306223,0.0820452,1.7682292,0
738,66,31,0.015064281,4.2399864,0,0,3.1771235,0.09239164,0.9855353,0
739,67,31,0,5.219331,0,0,3.8852623,0.08266129,1.251407,0
740,68,31,0,5.188875,0.4638791,0,3.812139,0.13085046,1.7097647,0
741,69,31,0,4.6379533,0.48076943,0,3.216134,0.20554222,1.6970462,0
742,70,31,0,3.0194964,0.96153885,0,2.6642058,0.23543698,1.0813925,0
743,71,31,0,1.6456658,1.3523246,0,2.2552328,0.26229817,0.4804595,0
744,72,31,0,1.1494287,1.2792313,0,2.0271327,0.27415434,0.12737295,0
745,73,32,0,2.332061,0,0,1.9535942,0.34861887,0.029848024,0
746,74,32,0,2.7623558,0,0,1.7603698,0.35679102,0.64519495,0
747,75,32,0,2.5946615,0,0,1.6771971,0.36003745,0.5574269,0
748,76,32,0,3.0447705,0,0,1.7133161,0.373859,0.9575956,0
749,77,32,0,3.9837697,0,0,1.7300922,0.38194194,1.8717355,0
750,78,32,0,4.392946,0,0,2.1286018,0.50669,1.7576536,0
751,79,32,0,4.1919136,0,0,2.6134512,0.6023749,0.9760877,0
752,80,32,0.6124128,4.9786644,0,0,3.1240978,0.596946,1.8700333,0
753,81,32,1.0097127,5.1786375,0,0,3.4542835,0.603626,2.130441,0
754,82,32,2.045549,3.8000684,0,0,3.7721298,0.5184963,1.5549912,0
755,83,32,2.3795724,3.8846867,0,0,3.9174037,0.42309427,1.9237612,0
756,84,32,3.3272364,3.9462848,0,0,4.4992213,0.3587861,2.4155135,0
757,85,32,5.2990475,2.9686594,0,0,4.4886055,0.4769364,3.302165,0
758,86,32,5.735626,2.6660326,0,0,4.071014,0.944862,3.3857832,0
759,87,32,3.3375385,3.9975193,0,0,3.866105,0.595114,2.873839,0
760,88,32,0.7966825,3.9283063,0,0,3.4432373,0.49134645,0.7904051,0
761,89,32,0.10080099,5.363092,0,0,3.2024462,0.40889668,1.85255,0
762,90,32,0,5.376428,0,0,3.176069,0.39456925,1.8057897,0
763,91,32,0,6.8311815,0,0,3.8852623,0.44516194,2.5007575,0
764,92,32,0,5.894957,0,0,3.812139,0.353352,1.7294661,0
765,93,32,0,5.548711,0,0,3.216134,0.39070708,1.9418695,0
766,94,32,0,4.698771,0,0,2.6642058,0.6013231,1.4332421,0
767,95,32,0,4.469757,0,0,2.2552328,0.40816674,1.8063574,0
768,96,32,0,5.798463,0,0,2.0271327,0.43833047,3.3329997,0
769,1,33,0,5.170481,0,0,1.9535942,0.5722363,2.6446507,0
770,2,33,0,2.3725905,0,0,1.7603698,0.5823728,0.029848024,0
771,3,33,0,2.3106542,0,0,1.6771971,0.603609,0.029848024,0
772,4,33,0,3.823247,0,0,1.7133161,0.61607003,1.493861,0
773,5,33,0,4.209752,0,0,1.7300922,0.61418486,1.8654753,0
774,6,33,0,4.237805,0,0,2.1286018,1.0441889,1.0650142,0
775,7,33,0,4.1064525,0,0,2.6134512,0.84350896,0.64949226,0
776,8,33,0.23914488,4.563373,0,0,3.097969,0.84589756,0.8586513,0
777,9,33,3.485468,3.8372757,0,0,3.6275864,0.74749315,2.9476643,0
778,10,33,4.673748,3.7362235,0,0,3.9561036,0.7101521,3.743716,0
779,11,33,5.4968495,3.3317022,0,0,4.135613,0.7595218,3.9334173,0
780,12,33,5.9139366,2.9268544,0,0,4.6802907,0.7018874,3.4586132,0
781,13,33,4.373051,3.7776139,0,0,4.4237857,0.5566037,3.170276,0
782,14,33,2.8621027,4.6724553,0,0,3.8698673,0.8219467,2.842744,0
783,15,33,1.3213745,4.16449,0,0,3.7249734,0.6482734,1.1126176,0
784,16,33,0.83807045,3.8669446,0,0,3.4461346,0.51881856,0.74006206,0
785,17,33,0.26087037,5.1014333,0,0,3.2136512,0.53969866,1.6089537,0
786,18,33,0,4.9140334,0,0,3.176069,0.5534491,1.1845151,0
787,19,33,0,5.6544366,0,0,3.8852623,0.73399645,1.0351778,0
788,20,33,0,6.9916077,0,0,3.812139,0.66052586,2.518943,0
789,21,33,0,6.4558134,0,0,3.216134,0.5850343,2.6546452,0
790,22,33,0,5.345616,0,0,2.6642058,0.6467668,2.0346432,0
791,23,33,0,3.5720782,0,0,2.2552328,0.5765513,0.7402942,0
792,24,33,0,2.9403312,0,0,2.0271327,0.6132161,0.2999825,0
793,25,34,0,5.5210605,0,0,1.9999101,0.8857926,2.6353579,0
794,26,34,0,3.133582,0,0,1.8467759,0.9080093,0.378797,0
795,27,34,0,2.693484,0,0,1.722712,0.94092405,0.029848024,0
796,28,34,0,3.2408566,0,0,1.7011305,0.9655421,0.574184,0
797,29,34,0,3.5868552,0,0,1.711812,1.0033485,0.87169474,0
798,30,34,0,4.216903,0,0,2.0611238,1.2294898,0.92628956,0
799,31,34,0,4.0621934,0,0,2.5489805,1.1591529,0.35406023,0
800,32,34,0.019686397,5.44225,0,0,3.003928,1.2427535,1.2152547,0
801,33,34,0.81053615,5.3207374,0,0,3.2485175,1.0293823,1.8533735,0
802,34,34,2.109225,5.285129,0,0,3.5088308,1.2234073,2.6621158,0
803,35,34,4.726976,3.7939787,0,0,3.8475182,0.96156114,3.7118752,0
804,36,34,5.9848933,3.312835,0,0,4.6808248,1.174368,3.4425352,0
805,37,34,5.3750954,3.2708957,0,0,4.4054594,0.9853225,3.2552092,0
806,38,34,4.236851,3.731385,0,0,3.77303,0.8585943,3.336612,0
807,39,34,2.5841475,3.8885279,0,0,3.4870615,0.8972075,2.0884063,0
808,40,34,1.6385041,3.8370397,0,0,3.3228962,1.0369709,1.1156768,0
809,41,34,0.65695846,5.4336724,0,0,3.3583257,0.87049454,1.8618106,0
810,42,34,0,5.488383,0,0,3.4736845,0.93574387,1.0789546,0
811,43,34,0,5.9991965,0,0,3.9693532,1.0155495,1.0142937,0
812,44,34,0,6.240914,0,0,3.7261379,0.8700806,1.6446953,0
813,45,34,0,5.8117466,0,0,3.0261426,0.8974061,1.8881979,0
814,46,34,0,4.847236,0,0,2.4838848,1.0070319,1.3563195,0
815,47,34,0,4.8979325,0,0,2.2243152,0.940967,1.7326502,0
816,48,34,0,6.4809246,0,0,2.2062824,0.98941547,3.2852268,0
817,49,35,0,3.5389826,0,0,1.9999101,0.83729935,0.7017731,0
818,50,35,0,3.7437916,0,0,1.8467759,0.8488804,1.0481352,0
819,51,35,0,2.6103585,0,0,1.722712,0.8577984,0.029848024,0
820,52,35,0,3.4649787,0,0,1.7011305,0.8632108,0.90063757,0
821,53,35,0,3.7284887,0,0,1.711812,0.88292456,1.1337521,0
822,54,35,0,4.2631807,0,0,2.0611238,1.2523232,0.9497336,0
823,55,35,0,5.5876875,0,0,2.5489805,0.9922009,2.046506,0
824,56,35,0,5.8596306,0,0,3.00255,1.2958525,1.5612282,0
825,57,35,0.45472288,4.933769,0,0,3.2236106,1.074218,1.0906636,0
826,58,35,2.9356546,3.858546,0,0,3.566681,0.74907696,2.478443,0
827,59,35,5.264836,3.7489645,0,0,3.8851686,1.1028159,4.025816,0
828,60,35,3.1090333,4.9948077,0,0,4.4795146,0.7428411,2.8814855,0
829,61,35,2.077164,4.5373425,0,0,4.1746044,0.6270763,1.8128258,0
830,62,35,2.612896,4.0071564,0,0,3.6593533,0.8067028,2.1539965,0
831,63,35,2.7639456,5.0577154,0,0,3.4996474,0.694626,3.6273878,0
832,64,35,1.3778569,4.4548044,0,0,3.304651,0.9298162,1.5981941,0
833,65,35,0.4263625,5.075287,0,0,3.342184,0.78889173,1.3705736,0
834,66,35,0,7.0255837,0,0,3.4736845,0.6896022,2.862297,0
835,67,35,0,6.3250337,0,0,3.9693532,0.8595419,1.4961385,0
836,68,35,0,6.286761,0,0,3.7261379,0.6767845,1.8838385,0
837,69,35,0,5.7519155,0,0,3.0261426,0.696908,2.028865,0
838,70,35,0,4.700099,0,0,2.4838848,0.7142707,1.5019435,0
839,71,35,0,4.7558804,0,0,2.2243152,0.77297115,1.7585939,0
840,72,35,0,6.365283,0,0,2.2062824,0.78574103,3.37326,0
841,73,36,0,5.6355987,0,0,1.9999101,1.1775553,2.4581332,0
842,74,36,0,4.2683883,0,0,1.8467759,1.1768132,1.2447989,0
843,75,36,0,3.381824,0,0,1.722712,1.1769836,0.48212844,0
844,76,36,0,3.8700426,0,0,1.7011305,1.17752,0.99139214,0
845,77,36,0,3.771143,0,0,1.711812,1.1764363,0.8828947,0
846,78,36,0,3.8257647,0,0,2.0611238,1.2038299,0.56081074,0
847,79,36,0,4.4938774,0,0,2.5489805,1.2173575,0.72753924,0
848,80,36,0,6.235025,0,0,3.00255,1.2064471,2.026028,0
849,81,36,0.55829006,6.6097016,0,0,3.2308605,1.1733761,2.7637553,0
850,82,36,2.610398,5.4073095,0,0,3.543913,1.1757538,3.2980409,0
851,83,36,3.1078033,4.160487,0,0,3.7341762,1.2119366,2.322178,0
852,84,36,1.3754236,4.607309,0,0,4.358162,1.199006,0.425564,0
853,85,36,0.8312923,6.363714,0,0,4.0873933,1.2123511,1.895262,0
854,86,36,1.0512986,6.7430816,0,0,3.5500414,1.2091448,3.0351942,0
855,87,36,1.4050041,5.582067,0,0,3.4045215,1.2269042,2.3556457,0
856,88,36,1.0164207,5.893482,0,0,3.2793503,1.2343204,2.3962321,0
857,89,36,0.26110843,6.3273015,0,0,3.3306162,1.2213372,2.0364568,0
858,90,36,0,7.788802,0,0,3.4736845,1.2310553,3.0840623,0
859,91,36,0,6.665525,0,0,3.9693532,1.259114,1.4370574,0
860,92,36,0,6.609795,0,0,3.7261379,1.2454914,1.638166,0
861,93,36,0,6.114314,0,0,3.0261426,1.2355483,1.8526231,0
862,94,36,0,6.379976,0,0,2.4838848,1.2301404,2.6659505,0
863,95,36,0,4.7011476,0,0,2.2243152,1.2172896,1.259543,0
864,96,36,0,3.6852129,0,0,2.2062824,1.1985217,0.28040892,0
