Counter,Hour of day,Day of year,Photovoltaics-wind,Run-of-river-hydro-power,Regulated-hydro-power,Thermal-power,Imports,Storage-output,Storage-input,Base-demand,Heat-pumps-electrical-heaters,Electro-mobility,Exports
597,21,25,0,1.824253,3.0854416,0.35819662,1.0188609,1.8337407,0,5.096896,1.013659,1.9739485,0
598,22,25,0,1.824253,2.2818532,0.35819662,0.009430489,2.9116545,0,4.2111225,0.9700048,1.5016038,0.6666667
599,23,25,0,1.824253,1.7217155,0.35819662,0,4.1349726,0,3.7124605,1.0648873,0.8924668,2.3333333
600,24,25,0,1.824253,2.7775776,0.35819662,0,5.1649814,0,3.482146,1.1141907,0.49268258,5
601,25,26,0,1.824253,6.292993,0.35819662,0,0.16757633,0,3.6056206,1.0079751,0.37992948,3.6135044
602,26,26,0,1.824253,3.8881228,0.35819662,0,0,0,3.2333963,1.012254,0.37992948,1.409003
603,27,26,0,1.824253,2.5143154,0.35819662,0,0,0,3.0548275,1.0215168,0.37992948,0.2045015
604,28,26,0,1.824253,1.0594358,0.35819662,1,0.23193955,0,3.0569725,1.0009333,0.37992948,0
605,29,26,0,1.824253,0.808,0.35819662,1.5856975,0,0,3.1301684,1.0300596,0.37992948,0
606,30,26,0,1.824253,0.808,0.32331583,2.3239472,0,0.037222225,3.783396,1.042979,0.37992948,0
607,31,26,1.2471231,1.824253,0.808,0.26117364,4.062197,0,0.42444444,4.645352,1.2057251,1.8912356,0
608,32,26,1.9831953,1.824253,0.808,0.26117364,5,0,1.1308322,5.37392,1.0021753,2.333705,0
609,33,26,3.4302335,1.824253,0.808,0.31991866,5,0,1.4872198,5.8949986,1.0214374,2.9427593,0
610,34,26,6.562981,1.824253,0.808,0.26117364,4.259063,0.23193955,1.9248133,6.4412704,1.0627204,4.4826164,0
611,35,26,9.323116,1.824253,0.808,0.26117364,2.5181255,0,2.476286,6.7608867,1.3636416,4.0978646,0
612,36,26,11.000925,1.824253,0.808,0.31861308,0.90972847,0,2.7235012,7.3041897,1.1611068,3.6367323,0
613,37,26,11.9661255,1.824253,0.808,0.35819662,0.20684221,0.175,2.856837,7.108028,1.8803746,3.4571881,0
614,38,26,11.578645,1.824253,0.808,0.34764752,0.50395596,0,2.8762941,6.612142,1.9961004,3.5419745,0
615,39,26,10.147998,1.824253,0.808,0.26117364,1.0190637,0,2.781872,6.4177566,1.1088893,3.7159808,0
616,40,26,7.645856,1.824253,0.808,0.26117364,1.8950478,0.39951587,2.1753347,6.0849285,0.96420324,3.5733905,0
617,41,26,4.115189,1.824253,0.808,0.27193233,2.9782825,0.33515266,1.2057278,5.6452103,0.9624736,2.4834077,0
618,42,26,1.1633606,1.824253,0.808,0.30791056,3.9837117,0,0.35,5.320792,0.98608595,1.3943677,0
619,43,26,0.1086151,1.824253,1.6424073,0.35819662,3.9891412,0.1378089,0,5.890517,0.9791569,1.1547587,0
620,44,26,0,1.824253,2.6424704,0.35819662,2.9945705,0.5990097,0,5.706085,0.9466896,1.7297356,0
621,45,26,0,1.824253,2.7308104,0.35819662,1,1.8740895,0,4.925343,0.91735005,1.9086673,0
622,46,26,0,1.824253,1.9643766,0.35819662,0,3.0352902,0,4.0893416,0.9438295,1.4462886,0.6666667
623,47,26,0,1.824253,1.2839444,0.35819662,0,4.322561,0,3.623398,0.9462297,0.8500038,2.3333333
624,48,26,0,1.824253,2.2195122,0.35819662,0,5.477258,0,3.4161303,0.9684453,0.4586549,5
625,49,27,0,1.824253,7.365659,0.35819662,0,0.13706411,0,3.6771827,0.9580422,0.37992948,4.634029
626,50,27,0,1.824253,4.564227,0.35819662,0,0,0,3.2807236,0.96068114,0.37992948,2.0893526
627,51,27,0,1.824253,2.8117633,0.35819662,0,0,0,3.0722344,0.96138304,0.37992948,0.5446763
628,52,27,0,1.824253,1.7150117,0.35819662,0.5346549,0,0,3.0570831,0.9591137,0.37992948,0
629,53,27,0,1.824253,0.808,0.35819662,1.6509912,0,0,3.1063557,0.96763533,0.53146005,0
630,54,27,0,1.824253,0.808,0.28537834,3.7673275,0,0,3.8368194,0.95391273,1.8582373,0
631,55,27,0.20654915,1.824253,0.808,0.31063062,4.8836637,0,0,4.5606956,1.1042012,2.3322103,0
632,56,27,0.6759978,1.824253,0.808,0.2961406,5,0,0,5.1906137,0.9476091,2.4301794,0
633,57,27,1.3161296,1.824253,0.808,0.2912518,5,0,0,5.633646,1.0156567,2.5543423,0
634,58,27,2.5365534,1.824253,0.808,0.3160169,5,0.4638791,0.27879217,6.0788536,0.9963953,3.5586715,0
635,59,27,4.195949,1.824253,0.808,0.35819662,4.447029,0.69581866,1.0214634,6.3893523,0.9406379,3.9418032,0
636,60,27,7.874962,1.824253,0.808,0.33304325,2.8940582,0.4638791,2.3845725,7.066269,1.0909902,3.6203742,0
637,61,27,11.0433445,1.824253,0.808,0.26117364,1.1296234,0,3.1796322,6.945193,1.4630775,3.4425018,0
638,62,27,11.807779,1.824253,0.808,0.35819662,0.3651886,0,3.1608126,6.456562,1.9835542,3.5264988,0
639,63,27,11.572214,1.824253,0.808,0.26117364,0.6007537,0,3.028114,6.332769,1.970637,3.6988847,0
640,64,27,5.6436424,1.824253,0.808,0.32189763,1.8363189,0.4638791,2.2094364,5.796774,0.999382,1.8564086,0
641,65,27,2.7855558,1.824253,0.808,0.2811114,3.847194,0.57072145,1.0553938,5.4846916,1.0678116,2.4729488,0
642,66,27,0.8099024,1.824253,0.808,0.3295748,4.858069,0.21368471,0.29575738,5.2475595,1.001013,2.2631638,0
643,67,27,0.013201718,1.824253,0.808,0.3319056,4.868944,0.11427254,0,5.7975335,0.99347705,1.1335769,0
644,68,27,0,1.824253,1.8472676,0.35819662,3.879819,0.47873947,0,5.643391,1.0056947,1.7032006,0
645,69,27,0,1.824253,2.204503,0.35819662,1.890694,1.5427907,0,4.9012895,1.0026929,1.8804657,0
646,70,27,0,1.824253,1.5862854,0.35819662,0.445347,2.3595002,0,4.0617056,0.94024324,1.4223926,0.11325111
647,71,27,0,1.824253,2.291442,0.35819662,0,2.3623304,0,3.675629,1.0664413,0.8316599,1.2265022
648,72,27,0,1.824253,4.1451735,0.2947243,0,2.1941345,0,3.5428643,1.0957229,0.44395494,3.3397534
649,73,28,0,1.8527508,6.347283,0.26117364,0,0,0,3.6474543,1.3978337,0.37992948,3
650,74,28,0,1.8527508,3.988123,0.26117364,0,0,0,3.2740443,1.4120839,0.37992948,1
651,75,28,0,1.8527508,2.7293704,0.27367538,0,0,0,3.0961459,1.3437314,0.37992948,0
652,76,28,0,1.8527508,2.3150368,0.26117364,0.53813106,0,0,3.125369,1.4258041,0.37992948,0
653,77,28,0,1.8527508,0.808,0.26117364,2.0762622,0,0,3.1642425,1.418025,0.37992948,0
654,78,28,0,1.8527508,0.808,0.26117364,2.695021,0,0,3.8095157,1.3915106,0.37992948,0
655,79,28,0.009689852,1.8527508,0.808,0.26117364,4.31378,0,0,4.5734286,1.4620296,1.1739459,0
656,80,28,1.1982872,1.8527508,0.808,0.26117364,5,0,0,5.2990146,1.4814444,2.303763,0
657,81,28,3.3731322,1.8527508,0.808,0.26117364,5,0,0.31170258,5.814831,1.404038,3.7284958,0
658,82,28,5.44304,1.8527508,0.808,0.26117364,4.9947634,0,1.1061304,6.311313,1.3985642,4.5077305,0
659,83,28,7.5034122,1.8527508,0.808,0.26117364,3.9895263,0,2.0144372,6.5806975,1.6412563,4.1424823,0
660,84,28,9.981806,1.8527508,0.808,0.26117364,2.1191616,0,2.6928596,7.102808,1.519161,3.6720734,0
661,85,28,10.895673,1.8527508,0.808,0.32078475,1.248797,0,2.557403,6.9365816,2.1071138,3.4889174,0
662,86,28,10.326992,1.8527508,0.808,0.26117364,1.3784324,0,2.3080673,6.370074,2.337809,3.5754094,0
663,87,28,7.265692,1.8527508,0.808,0.26117364,2.5080676,0,1.6535637,6.1243534,1.1288621,3.7529156,0
664,88,28,5.811685,1.8527508,0.808,0.26117364,2.637703,0,0.6417262,5.821762,1.2643772,3.607457,0
665,89,28,3.9506416,1.8527508,0.808,0.26117364,3.1895137,0,0.042157434,5.47583,1.0613141,3.4467888,0
666,90,28,0.58334166,1.8527508,0.808,0.26117364,3.3536346,0,0,5.11826,1.0707674,0.6338834,0
667,91,28,0,1.8527508,1.6991224,0.3233099,3.56909,0.582407,0,5.81592,0.9742496,1.2005206,0
668,92,28,0,1.8527508,2.171316,0.30220944,2.784545,1.4941573,0,5.7219048,1.0600193,1.7870643,0
669,93,28,0,1.8527508,2.35398,0.3132378,1,2.5232668,0,4.953452,1.0841984,1.9695954,0
670,94,28,0,1.8527508,2.0253866,0.2666169,0,2.7384973,0,4.1730924,1.176254,1.497915,0
671,95,28,0,1.8527508,1.4466609,0.3045262,0,2.1398487,0,3.695571,1.1225905,0.8896354,0
672,96,28,0,1.8527508,2.3596797,0.29189062,0,0.72732085,0,3.4780862,1.167855,0.49041355,0.05929771
673,1,29,0,1.8527508,6.25547,0.26117364,0,0,0,3.6410275,1.3124479,0.37992948,3
674,2,29,0,1.8527508,4.2165837,0.26117364,0,0,0,3.2900367,1.3186795,0.6858022,1
675,3,29,0,1.8527508,3.7936974,0.26117364,0.12034211,0,0,3.1790729,1.3262316,1.4866698,0
676,4,29,0,1.8527508,1.7548112,0.2875019,1.2406843,0,0,3.135332,1.3308789,0.6335477,0
677,5,29,0,1.8527508,0.808,0.26117364,3.3610263,0,0,3.2541761,1.3010998,1.6916854,0
678,6,29,0,1.8527508,0.808,0.26117364,4.4813685,0,0,3.93456,1.2990773,2.1336658,0
679,7,29,0.0009159071,1.8527508,0.808,0.26117364,5,0,0,4.6208496,1.2818103,1.9841902,0
680,8,29,0.10479062,1.8527508,0.808,0.26117364,5,0,0,5.22247,1.2959981,1.4722571,0
681,9,29,0.25747177,1.8527508,1.616,0.26117364,5,0,0,5.6532946,1.3068204,1.9912918,0
682,10,29,1.0610951,1.8527508,0.808,0.2628112,5,0,0,6.0049434,1.2441044,1.6996198,0
683,11,29,3.4509444,1.8527508,1.616,0.26117364,4.5893874,0,0.17851312,6.395575,1.2200664,3.9401119,0
684,12,29,6.459517,1.8527508,0.808,0.297159,3.1787746,0,0.9007477,6.9304204,1.1452583,3.583785,0
685,13,29,10.510388,1.8527508,0.808,0.26117364,1.634081,0,2.04917,6.9365816,2.4284382,3.4096522,0.20656243
686,14,29,10.561314,1.8527508,0.808,0.26117364,1.0893873,0,2.3837132,6.3662434,2.294796,3.491883,0
687,15,29,9.521028,1.8527508,0.808,0.26117364,1.5446937,0,2.134084,6.214791,1.6990975,3.6606448,0.24303894
688,16,29,5.8331203,1.8527508,0.808,0.26117364,3,0,1.0705755,5.8486233,1.277504,3.5223522,0
689,17,29,0.9936494,1.8527508,0.808,0.2682388,4.5,0,0.22403578,5.3605742,1.1668048,1.6352346,0
690,18,29,0.022346837,1.8527508,0.808,0.31068572,5,0,0,5.1942363,1.0581647,1.7053928,0
691,19,29,0,1.8527508,1.4320257,0.29034302,4.5,0,0,5.862387,1.090544,1.0861988,0
692,20,29,0,1.8527508,3.1137848,0.31260896,3,0.27792117,0,5.8029594,1.0742689,1.6438472,0
693,21,29,0,1.8527508,3.4668236,0.2769344,1,1.3125486,0,5.031351,1.0243306,1.8173859,0
694,22,29,0,1.8527508,3.127681,0.29233027,0,1.5332971,0,4.250253,1.1508734,1.3689426,0
695,23,29,0,1.8527508,1.9313993,0.29267052,0,1.6401662,0,3.7295027,1.1608657,0.7906289,0
696,24,29,0,1.8527508,1.8279663,0.28059915,0,1.8609145,0,3.4408662,1.215507,0.41107458,0.71879333
697,25,30,0,1.8527508,6.2375264,0.28894943,0,0,0,3.6397715,1.3235363,0.37992948,3
698,26,30,0,1.8527508,3.8773508,0.2755023,0,0,0,3.2662902,1.3233942,0.37992948,1
699,27,30,0,1.8527508,2.673423,0.32585675,0,0,0,3.0922296,1.3438817,0.37992948,0
700,28,30,0,1.8527508,1.9861842,0.26117364,0.80289984,0,0,3.1208832,1.3662063,0.37992948,0
701,29,30,0,1.8527508,0.808,0.26117364,2.6057997,0,0,3.2013102,1.3728088,0.9176155,0
702,30,30,0,1.8527508,0.808,0.26117364,4.2021246,0,0,3.9150128,1.4244795,1.7485669,0
703,31,30,0,1.8527508,0.808,0.26117364,4.7984495,0,0,4.6066775,1.4103413,1.6673653,0
704,32,30,3.4113455,1.8527508,0.808,0.26117364,4.3947744,0,0.23900655,5.411563,1.7824682,3.2590168,0
705,33,30,5.0173445,1.8527508,0.808,0.26117364,4.197387,0,0.12801309,5.8737426,1.8166004,4.28231,0
706,34,30,1.7284669,1.8527508,0.808,0.26117364,5,0,0.13396452,6.0516596,1.3289587,2.0998192,0
707,35,30,3.5201464,1.8527508,0.808,0.26117364,5,0,0.48991594,6.372602,1.3625796,3.1809835,0
708,36,30,6.8568716,1.8527508,0.808,0.26117364,4.5,0,1.1958674,7.050721,2.2490096,3.6760736,0.071134776
709,37,30,5.280533,1.8527508,0.808,0.26117364,5,0,1.5518188,6.806106,1.3160337,3.492509,0
710,38,30,3.8323088,1.8527508,0.808,0.29364052,4.6518884,0,1.5577703,6.1445875,1.125231,2.57501,0
711,39,30,7.352497,1.8527508,0.808,0.26117364,3.3037772,0,1.5262161,6.186129,1.4719814,3.7570965,0.60078585
712,40,30,7.567517,1.8527508,0.808,0.26117364,2.9556658,0,1.1446621,5.9669275,1.8858213,3.611313,0.8003929
713,41,30,3.5606902,1.8527508,0.808,0.29012948,3.6075544,0,0.4131081,5.4777966,1.1752961,3.016935,0
714,42,30,0.19975878,1.8527508,0.808,0.298749,4.803777,0,0.03155405,5.1929193,1.1388352,1.5637374,0
715,43,30,0,1.8527508,1.1851249,0.2827447,5,0,0,5.880104,1.1988263,1.2057006,0
716,44,30,0,1.8527508,2.3122797,0.26117364,4.234191,0.33013073,0,5.8332477,1.3277353,1.7935531,0
717,45,30,0,1.8527508,2.6944253,0.2793932,2.4683821,1.0102614,0,5.08007,1.2126614,1.9764919,0
718,46,30,0,1.8527508,2.8350344,0.26117364,0.73419106,1.3403921,0,4.2811613,1.2026322,1.5037587,0
719,47,30,0,1.8527508,1.768017,0.28334272,0,1.9410815,0,3.718066,1.1970153,0.8941212,0
720,48,30,0,1.8527508,0.808,0.27493745,0,2.1917708,0,3.3694687,1.2279924,0.49400836,0
721,49,31,0,1.7215564,3.2436094,0.26117364,0,0,0,3.4364088,1.3740118,0.37992948,0
722,50,31,0,1.7215564,2.950189,0.26117364,0,0,0,3.201405,1.315595,0.37992948,0
723,51,31,0,1.7215564,2.6380684,0.26117364,0.34460697,0,0,3.112651,1.4368352,0.37992948,0
724,52,31,0,1.7215564,1.3507441,0.26117364,1.6892139,0,0,3.1367543,1.4700147,0.37992948,0
725,53,31,0,1.7215564,0.808,0.26117364,2.3067708,0,0,3.178481,1.5031008,0.37992948,0
726,54,31,0,1.7215564,0.808,0.26117364,3.9243279,0,0,3.9119413,1.4746088,1.2925179,0
727,55,31,0,1.7215564,0.808,0.26117364,4.962164,0,0,4.6674566,1.4668163,1.5826311,0
728,56,31,1.2069691,1.7215564,0.808,0.26117364,5,0,0.31891036,5.4263244,1.4013085,1.815166,0
729,57,31,4.7342396,1.7215564,0.808,0.26117364,4.9532504,0,0.98782074,6.0106835,1.5193509,3.9243753,0
730,58,31,7.24493,1.7215564,0.808,0.26117364,3.906501,0,1.6114266,6.439686,1.6840485,4.17101,0
731,59,31,9.519682,1.7215564,0.808,0.26117364,2.3593357,0,2.3489118,6.6488757,1.700761,3.935209,0
732,60,31,10.463494,1.7215564,0.808,0.26117364,1.81217,0,2.5578804,7.1387115,1.709722,3.6240907,0
733,61,31,10.547922,1.7215564,0.808,0.26117364,1.7277421,0,2.5870185,7.0194106,1.8490683,3.5749078,0
734,62,31,10.096856,1.7215564,0.808,0.26117364,1.7923878,0,2.377679,6.4723897,2.132692,3.6612244,0
735,63,31,8.20891,1.7215564,0.808,0.26117364,1.8414233,0,1.3544605,6.2385564,1.4550616,3.7569954,0
736,64,31,5.3212705,1.7215564,0.808,0.26117364,2.8904586,0,0.35,5.928018,1.0779874,3.6104646,0
737,65,31,1.5833231,1.7215564,0.808,0.28016734,4.4452295,0,0,5.566833,1.1171427,2.1183107,0
738,66,31,0.015064281,1.7215564,0.808,0.30989376,5,0,0,5.3911986,1.0917095,1.3356168,0
739,67,31,0,1.7215564,1.4722186,0.29621843,5,0.35,0,6.1038775,1.0986376,1.6014886,0
740,68,31,0,1.7215564,1.5338964,0.3095798,4.4927936,1.1174078,0,5.96168,1.1177187,2.0598462,0
741,69,31,0,1.7215564,1.6646538,0.28365833,2.9855876,1.7878268,0,5.1390276,1.2211376,2.0471277,0
742,70,31,0,1.7215564,1.3620784,0.2728166,0.99279374,2.572125,0,4.2538905,1.200016,1.431474,0
743,71,31,0,1.7215564,0.9674929,0.2687259,0,2.9164395,0,3.7077944,1.2998898,0.830541,0
744,72,31,0,1.7215564,0.808,0.26447448,0,2.4468749,0,3.4107542,1.3167075,0.47745442,0
745,73,32,0,1.7215564,3.288313,0.26117364,0,0,0,3.439538,1.415586,0.37992948,0
746,74,32,0,1.7215564,3.6641564,0.26117364,0.069272354,0,0,3.2562318,1.4286611,0.9952764,0
747,75,32,0,1.7215564,2.424,0.26117364,1.1385447,0,0,3.1532419,1.4485348,0.9075084,0
748,76,32,0,1.7215564,0.808,0.26117364,3.207817,0,0,3.2050645,1.4498161,1.307677,0
749,77,32,0,1.7215564,0.808,0.26117364,4.2770896,0,0,3.3164034,1.4936095,2.221817,0
750,78,32,0,1.7215564,0.808,0.26117364,5,0,0,3.9872384,1.6597668,2.1077352,0
751,79,32,0,1.7215564,0.808,0.26117364,5,0,0,4.6701055,1.7584659,1.3261691,0
752,80,32,0.6124128,1.7215564,1.8568302,0.26117364,5,0,0,5.4581237,1.7377452,2.2201147,0
753,81,32,1.0097127,1.7215564,2.1404152,0.26117364,5,0,0,5.846508,1.7698375,2.4805224,0
754,82,32,2.045549,1.7215564,0.808,0.26117364,5,0,0,6.1522746,1.7429423,1.9050727,0
755,83,32,2.3795724,1.7215564,0.808,0.26117364,5,0,0,6.333915,1.526555,2.2738428,0
756,84,32,3.3272364,1.7215564,0.808,0.26117364,5,0,0,6.862321,1.4540607,2.765595,0
757,85,32,5.2990475,1.7215564,0.808,0.26117364,4.6674147,0,0.35,6.857766,1.8611898,3.6522465,0
758,86,32,5.735626,1.7215564,0.808,0.26117364,4.3337073,0,0.35,6.344996,2.3932142,3.7358646,0
759,87,32,3.3375385,1.7215564,0.808,0.26117364,5,0,0,6.118661,1.749698,3.2239203,0
760,88,32,0.7966825,1.7215564,0.808,0.26117364,5,0,0,5.7589645,1.6519717,1.1404865,0
761,89,32,0.10080099,1.7215564,2.3291285,0.26117364,5,0,0,5.6083694,1.5656691,2.2026315,0
762,90,32,0,1.7215564,2.2342572,0.26117364,5,0,0,5.489982,1.5351443,2.1558712,0
763,91,32,0,1.7215564,3.7553856,0.26117364,5,0,0,6.2636995,1.5875878,2.850839,0
764,92,32,0,1.7215564,3.660514,0.26117364,4,0,0,6.0760474,1.4516596,2.0795476,0
765,93,32,0,1.7215564,5.181643,0.26117364,2,0,0,5.316226,1.5202062,2.291951,0
766,94,32,0,1.7215564,5.673772,0.26117364,0.5,0,0,4.5212135,1.8159752,1.7833235,0
767,95,32,0,1.7215564,5.4715056,0.26117364,0,0.30566666,0,4.023075,1.5443987,2.1564388,0
768,96,32,0,1.7215564,6.885239,0.26117364,0,0.26133335,0,3.836161,1.5740709,3.6830812,0
769,1,33,0,1.7215564,6.1165338,0.26117364,0,0.38366002,0,3.6375134,1.8146888,2.9947321,0
770,2,33,0,1.7215564,3.4836059,0.26117364,0,0.016830012,0,3.2387443,1.8285028,0.37992948,0
771,3,33,0,1.7215564,2.4302986,0.26117364,1,0,0,3.1439846,1.8531247,0.37992948,0
772,4,33,0,1.7215564,2.0435812,0.26117364,3,0,0,3.277008,1.8693713,1.8439424,0
773,5,33,0,1.7215564,0.9834657,0.26117364,4.5,0,0,3.3442898,1.8703597,2.2155569,0
774,6,33,0,1.7215564,0.808,0.26117364,5,0,0,3.9872384,2.352406,1.4150958,0
775,7,33,0,1.7215564,0.808,0.26117364,5,0,0,4.6701055,2.085061,0.9995737,0
776,8,33,0.23914488,1.7215564,1.616,0.26117364,5,0,0,5.415137,2.1780157,1.2087327,0
777,9,33,3.485468,1.7215564,0.808,0.26117364,5,0,0,5.9265423,2.0159206,3.2977457,0
778,10,33,4.673748,1.7215564,0.808,0.26117364,5,0,0,6.3362484,1.998443,4.093797,0
779,11,33,5.4968495,1.7215564,0.808,0.26117364,5,0,0.21295476,6.5521245,2.2030125,4.283499,0
780,12,33,5.9139366,1.7215564,0.808,0.26117364,4.5784645,0,0.2814774,7.013883,2.143087,3.8086946,0
781,13,33,4.373051,1.7215564,0.808,0.26117364,5,0,0,6.8162274,1.7912073,3.5203574,0
782,14,33,2.8621027,1.7215564,1.7641308,0.26117364,5,0,0,6.2574186,2.1227303,3.1928256,0
783,15,33,1.3213745,1.7215564,1.1042616,0.26117364,5,0,0,5.9982677,1.9114101,1.4626992,0
784,16,33,0.83807045,1.7215564,0.808,0.26117364,5,0,0,5.761862,1.7408057,1.0901434,0
785,17,33,0.26087037,1.7215564,2.1277385,0.26117364,5,0,0,5.605477,1.7708371,1.9590352,0
786,18,33,0,1.7215564,1.8314767,0.26117364,5,0,0,5.461787,1.7818332,1.5345967,0
787,19,33,0,1.7215564,3.151215,0.26117364,4.5,0,0,6.1864076,2.0262885,1.3852594,0
788,20,33,0,1.7215564,6.026215,0.26117364,3,0,0,6.1716466,1.9322846,2.8690245,0
789,21,33,0,1.7215564,7.285215,0.26117364,1,0,0,5.393476,1.8337528,3.0047266,0
790,22,33,0,1.7215564,6.928215,0.26117364,0,0,0,4.5740247,1.9162064,2.3847246,0
791,23,33,0,1.7215564,4.955215,0.26117364,0,0,0,3.986935,1.824645,1.0903757,0
792,24,33,0,1.7215564,4.225651,0.26117364,0,0,0,3.6499896,1.8723377,0.65006393,0
793,25,34,0,1.7807329,6.8736653,0.26117364,0,0,0,3.684782,2.2093616,2.9854393,0
794,26,34,0,1.7807329,4.293332,0.26117364,0,0,0,3.3303277,2.2400422,0.7288785,0
795,27,34,0,1.7807329,3.3289983,0.26117364,0.5,0,0,3.1762795,2.278706,0.37992948,0
796,28,34,0,1.7807329,2.424,0.26117364,2,0,0,3.1937249,2.3119264,0.92426544,0
797,29,34,0,1.7807329,0.808,0.26117364,4,0,0,3.2428484,2.3492923,1.2217762,0
798,30,34,0,1.7807329,0.808,0.26117364,5,0,0,3.8662274,2.6713185,1.276371,0
799,31,34,0,1.7807329,0.808,0.26117364,5,0,0,4.5397844,2.569991,0.70414174,0
800,32,34,0.019686397,1.7807329,2.399701,0.26117364,5,0,0,5.2790637,2.5809045,1.5653362,0
801,33,34,0.81053615,1.7807329,2.3754022,0.26117364,5,0,0,5.588938,2.3994622,2.203455,0
802,34,34,2.109225,1.7807329,2.399701,0.26117364,5,0,0,5.942578,2.5600681,3.0121973,0
803,35,34,4.726976,1.7807329,0.808,0.26117364,5,0,0,6.204022,2.2749138,4.0619564,0
804,36,34,5.9848933,1.7807329,0.808,0.26117364,4.5662847,0,0,6.9112053,2.661273,3.7926166,0
805,37,34,5.3750954,1.7807329,0.808,0.26117364,4.597144,0,0,6.6994133,2.481453,3.6052907,0
806,38,34,4.236851,1.7807329,0.808,0.26117364,5,0,0,6.0536823,2.3103924,3.6866934,0
807,39,34,2.5841475,1.7807329,0.808,0.26117364,5,0,0,5.7350893,2.2244868,2.4384878,0
808,40,34,1.6385041,1.7807329,0.808,0.26117364,5,0,0,5.585183,2.4014797,1.4657583,0
809,41,34,0.65695846,1.7807329,2.3668149,0.26117364,5,0,0,5.6286254,2.1891727,2.2118921,0
810,42,34,0,1.7807329,2.30963,0.26117364,5,0,0,5.612117,2.2743936,1.4290361,0
811,43,34,0,1.7807329,3.8684447,0.26117364,4,0,0,6.1580076,2.3519788,1.3643751,0
812,44,34,0,1.7807329,6.1349254,0.26117364,2,0,0,5.9594307,2.186635,1.9947767,0
813,45,34,0,1.7807329,7.0723863,0.26117364,0.5,0,0,5.1103425,2.229681,2.2382793,0
814,46,34,0,1.7807329,6.393847,0.26117364,0,0,0,4.3212256,2.372137,1.7064011,0
815,47,34,0,1.7807329,6.36207,0.26117364,0,0,0,4.003172,2.282084,2.0827317,0
816,48,34,0,1.7807329,7.946294,0.26117364,0,0,0,4.0050926,2.31181,3.6353083,0
817,49,35,0,1.7807329,4.726938,0.26117364,0,0,0,3.534511,2.1464891,1.0518546,0
818,50,35,0,1.7807329,4.929917,0.26117364,0,0,0,3.374889,2.1627283,1.3982167,0
819,51,35,0,1.7807329,3.5168965,0.26117364,0.2,0,0,3.1684325,2.1744514,0.37992948,0
820,52,35,0,1.7807329,3.2355692,0.26117364,1.4,0,0,3.2085347,2.1822324,1.2507191,0
821,53,35,0,1.7807329,1.3382419,0.26117364,3.6,0,0,3.2519653,2.2083602,1.4838336,0
822,54,35,0,1.7807329,1.0569147,0.26117364,4.8,0,0,3.8696513,2.6933656,1.299815,0
823,55,35,0,1.7807329,2.3915875,0.26117364,5,0,0,4.6506352,2.3502817,2.3965874,0
824,56,35,0,1.7807329,2.9883754,0.26117364,5,0,0,5.318893,2.7640896,1.9113097,0
825,57,35,0.45472288,1.7807329,1.9691634,0.26117364,5,0,0,5.535595,2.4534636,1.4407451,0
826,58,35,2.9356546,1.7807329,0.808,0.26117364,5,0,0,5.8890085,2.0320387,2.8285244,0
827,59,35,5.264836,1.7807329,0.808,0.26117364,5,0,0,6.241672,2.4611826,4.3758974,0
828,60,35,3.1090333,1.7807329,1.9567974,0.26117364,5,0,0,6.820671,2.0195098,3.231567,0
829,61,35,2.077164,1.7807329,1.4895947,0.26117364,5,0,0,6.5444694,1.8652991,2.1629074,0
830,62,35,2.612896,1.7807329,0.93181336,0.26117364,5,0,0,5.948673,2.097876,2.504078,0
831,63,35,2.7639456,1.7807329,1.990032,0.26117364,5,0,0,5.8304176,1.9520074,3.9774692,0
832,64,35,1.3778569,1.7807329,1.4322505,0.26117364,5,0,0,5.6106353,2.2571135,1.9482756,0
833,65,35,0.4263625,1.7807329,1.9461596,0.26117364,5,0,0,5.5830374,2.0747461,1.7206552,0
834,66,35,0,1.7807329,4.076069,0.26117364,4.8,0,0,5.721768,1.9478394,3.2123785,0
835,67,35,0,1.7807329,4.5899777,0.26117364,3.6,0,0,6.180515,2.16916,1.84622,0
836,68,35,0,1.7807329,6.7198873,0.26117364,1.4,0,0,5.958378,1.9335061,2.23392,0
837,69,35,0,1.7807329,7.233796,0.26117364,0.2,0,0,5.1006413,1.9601253,2.3789465,0
838,70,35,0,1.7807329,6.1317053,0.26117364,0,0,0,4.3028755,1.9827214,1.852025,0
839,71,35,0,1.7807329,6.1517897,0.26117364,0,0,0,3.988452,2.0605793,2.1086755,0
840,72,35,0,1.7807329,7.787874,0.26117364,0,0,0,3.9940033,2.076447,3.7233415,0
841,73,36,0,1.7807329,8.08,0.26117364,0,0,0,3.7692256,2.5084767,2.8082147,1
842,74,36,0,1.7807329,5.5137296,0.26117364,0,0,0,3.4157557,2.5090098,1.5948803,0
843,75,36,0,1.7807329,4.563459,0.26117364,0,0,0,3.227692,2.5094738,0.83220994,0
844,76,36,0,1.7807329,4.085864,0.26117364,1,0,0,3.2400553,2.510252,1.3414736,0
845,77,36,0,1.7807329,1.9922688,0.26117364,3,0,0,3.2557473,2.5094624,1.2329762,0
846,78,36,0,1.7807329,0.808,0.26117364,4.5,0,0,3.8312273,2.5717974,0.9108922,0
847,79,36,0,1.7807329,1.2397312,0.26117364,5,0,0,4.5700054,2.598022,1.0776207,0
