Counter,Hour of day,Day of year,Photovoltaics-wind,Run-of-river-hydro-power,Regulated-hydro-power,Thermal-power,Imports,Storage-output,Storage-input,Base-demand,Heat-pumps-electrical-heaters,Electro-mobility,Exports
1,1,1,0,1.6861691,8.08,0.26117364,0,0,0,3.7967103,2.0806808,1.1139624,3
2,2,1,0,1.6861691,5.128953,0.26117364,0,0,0,3.4118652,2.107987,0.5204544,1
3,3,1,0,1.6861691,3.793906,0.26117364,0,0,0,3.195197,2.1301327,0.37992948,0
4,4,1,0,1.6861691,2.7998066,0.26117364,1,0,0,3.170891,2.1603394,0.37992948,0
5,5,1,0,1.6861691,0.9959033,0.26117364,3,0,0,3.207887,2.1825237,0.51684606,0
6,6,1,0,1.6861691,0.808,0.26117364,4.5,0,0,3.8911424,2.535091,0.79311985,0
7,7,1,0,1.6861691,1.5086336,0.26117364,5,0,0,4.657909,2.3363004,1.4257772,0
8,8,1,0,1.6861691,3.8252673,0.26117364,5,0,0,5.459421,2.5019941,2.7752056,0
9,9,1,0.609558,1.6861691,4.68695,0.26117364,5,0,0,5.819086,2.7326407,3.6561346,0
10,10,1,1.0874425,1.6861691,3.9326336,0.26117364,5,0,0,6.0671906,2.775927,3.0883124,0
11,11,1,2.658749,1.6861691,1.5623168,0.26117364,5,0,0,6.2081842,2.4037914,2.5204432,0
12,12,1,3.7118275,1.6861691,0.808,0.26117364,5,0,0,6.876984,2.1377,2.416497,0
13,13,1,4.1382704,1.6861691,0.808,0.26117364,5,0,0,6.7437687,1.9548553,3.1589994,0
14,14,1,4.118923,1.6861691,0.808,0.26117364,5,0,0,6.141859,2.2486315,3.4477856,0
15,15,1,2.4464772,1.6861691,1.4048623,0.26117364,5,0,0,5.8551064,2.2612252,2.6463618,0
16,16,1,0.9616867,1.6861691,3.6177247,0.26117364,5,0,0,5.8214602,1.969854,3.6994507,0
17,17,1,0.25522843,1.6861691,4.2145867,0.26117364,5,0,0,5.8246465,2.0643682,3.4921544,0
18,18,1,0,1.6861691,4.7598352,0.26117364,4.5,0,0,5.843566,2.2122798,3.1153433,0
19,19,1,0,1.6861691,6.9210835,0.26117364,3,0,0,6.408116,2.1398358,3.2844856,0
20,20,1,0,1.6861691,7.466332,0.26117364,1,0,0,6.09738,2.3595095,1.9207959,0
21,21,1,0,1.6861691,7.844341,0.26117364,0,0,0,5.231277,2.4017558,2.1226609,0
22,22,1,0,1.6861691,7.272708,0.26117364,0,0,0,4.446232,2.3814602,1.6392696,0.71709955
23,23,1,0,1.6861691,7.9756064,0.26117364,0,0,0,4.171263,2.261611,1.0198867,2.434199
24,24,1,0,1.6861691,8.08,0.26117364,0,0,0,4.0509257,2.1955128,0.5936161,3.1512985
25,25,2,0,1.6861691,6.195339,0.26117364,0,0,0,3.664784,2.4655962,1.9763122,0
26,26,2,0,1.6861691,4.2605987,0.26117364,0,0,0,3.3510804,2.4409423,0.37992948,0
27,27,2,0,1.6861691,3.9418585,0.26117364,0.2,0,0,3.219554,2.4537287,0.37992948,0
28,28,2,0,1.6861691,2.7259886,0.26117364,1.4,0,0,3.1937237,2.4636889,0.37992948,0
29,29,2,0,1.6861691,1.553239,0.26117364,3.6,0,0,3.2889004,2.463059,1.3126328,0
30,30,2,0,1.6861691,1.9964893,0.26117364,4.8,0,0,3.9953365,2.539463,2.173043,0
31,31,2,0,1.6861691,1.734446,0.26117364,5,0,0,4.673716,2.5776534,1.3944299,0
32,32,2,0,1.6861691,3.0884027,0.26117364,5,0,0,5.4078407,2.5988474,1.9930685,0
33,33,2,0.030445963,1.6861691,2.8263595,0.26117364,5,0,0,5.648307,2.5304399,1.5894117,0
34,34,2,0.4685705,1.6861691,4.180316,0.26117364,5,0,0,6.0412073,2.5966892,2.922344,0
35,35,2,1.5098495,1.6861691,4.1522527,0.26117364,5,0,0,6.3090568,2.5339518,3.730447,0
36,36,2,2.380479,1.6861691,2.5081897,0.26117364,5,0,0,6.902803,2.4508939,2.4463253,0
37,37,2,2.8620074,1.6861691,2.4801264,0.26117364,5,0,0,6.7714796,2.473446,3.0085618,0
38,38,2,4.9558454,1.6861691,0.8360632,0.26117364,4,0,0,6.1324077,2.46138,3.1094735,0
39,39,2,7.6166773,1.6861691,0.808,0.26117364,3.25,0,0.175,6.05274,2.743775,3.9328592,0.6816569
40,40,2,5.904042,1.6861691,1.1814104,0.26117364,3.5,0,0,5.8918834,2.4427557,3.7988534,0.36331373
41,41,2,1.903061,1.6861691,3.170821,0.26117364,4.75,0,0,5.849431,2.2598047,3.6259997,0
42,42,2,0,1.6861691,3.5442314,0.26117364,5,0,0,5.7934737,2.3554554,2.306656,0
43,43,2,0,1.6861691,4.062516,0.26117364,4.25,0,0,6.295516,2.3575263,1.5708272,0
44,44,2,0,1.6861691,6.196801,0.26117364,2.5,0,0,6.113513,2.4077191,2.0869226,0
45,45,2,0,1.6861691,7.272,0.26117364,0.75,0,0,5.243713,2.3898244,2.2998157,0
46,46,2,0,1.6861691,8.08,0.26117364,0,0,0,4.5027423,2.1755843,3.3130262,0
47,47,2,0,1.6861691,7.272,0.26117364,0,0,0,4.122011,2.5334258,1.5279169,1
48,48,2,0,1.6861691,8.08,0.26117364,0,0.14175,0,4.0509257,2.3949404,0.687237,3
49,49,3,0,1.6861691,4.0622473,0.26117364,0,0,0,3.5154674,2.0782037,0.37992948,0
50,50,3,0,1.6861691,3.885496,0.26117364,0,0,0,3.3248234,2.0920963,0.37992948,0
51,51,3,0,1.6861691,3.5659847,0.26117364,0.2,0,0,3.1932425,2.104166,0.37992948,0
52,52,3,0,1.6861691,3.4053226,0.26117364,1.4,0,0,3.2412772,2.1225944,1.3528044,0
53,53,3,0,1.6861691,1.6286603,0.26117364,3.6,0,0,3.29418,2.1326838,1.71315,0
54,54,3,0,1.6861691,1.4679981,0.26117364,4.8,0,0,3.9583423,2.062624,2.1583848,0
55,55,3,0,1.6861691,0.808,0.26117364,5,0,0,4.608865,2.3486347,0.7618538,0
56,56,3,0,1.6861691,1.7640018,0.26117364,5,0,0,5.3151326,2.5404706,0.81975216,0
57,57,3,0.36310336,1.6861691,2.6015618,0.26117364,5,0,0,5.655857,2.2921033,1.9280579,0
58,58,3,1.2492381,1.6861691,1.8231217,0.26117364,5,0,0,5.9308505,2.4747767,1.5780864,0
59,59,3,2.042319,1.6861691,0.808,0.26117364,5,0,0,6.1122317,2.0748477,1.5745924,0
60,60,3,3.3164947,1.6861691,0.808,0.26117364,5,0,0,6.849311,2.053286,2.1332514,0
61,61,3,4.781062,1.6861691,0.808,0.26117364,5,0,0,6.788764,2.1441545,3.5674968,0
62,62,3,4.356826,1.6861691,0.808,0.26117364,4.9809628,0,0,6.1571794,2.2528458,3.6471164,0
63,63,3,5.6230803,1.6861691,0.808,0.26117364,3.9857218,0,0,5.964689,2.5332718,3.8301954,0
64,64,3,5.2389636,1.6861691,0.808,0.26117364,3.9904814,0,0,5.853523,2.3418016,3.702891,0.05058316
65,65,3,1.229896,1.6861691,2.424,0.26117364,4.9952407,0,0,5.767199,1.9515327,2.8417587,0
66,66,3,0.009738519,1.6861691,3.13114,0.26117364,5,0,0,5.7652392,1.9103657,2.3766274,0
67,67,3,0,1.6861691,5.45428,0.26117364,4.0047593,0,0,6.3757725,2.0523005,2.9423196,0
68,68,3,0,1.6861691,6.16142,0.26117364,2.0095186,0,0,6.0767026,2.079043,1.9265463,0
69,69,3,0,1.6861691,7.0535817,0.26117364,0.5047594,0,0,5.211257,2.1296444,2.1287925,0
70,70,3,0,1.6861691,7.5379357,0.26117364,0,0,0,4.464798,2.2131677,2.771323,0
71,71,3,0,1.6861691,6.406289,0.26117364,0,0,0,4.0614114,2.113246,2.1429856,0
72,72,3,0,1.6861691,6.8906426,0.26117364,0,0,0,3.9676707,2.0678897,2.7664359,0
73,73,4,0,1.404101,6.3947124,0.26117364,0,0,0,3.639237,2.351974,2.0327868,0
74,74,4,0,1.404101,4.4518027,0.26117364,0,0,0,3.3299668,2.3711915,0.37992948,0
75,75,4,0,1.404101,4.124892,0.26117364,0.7992545,0,0,3.2396991,2.390338,0.92339444,0
76,76,4,0,1.404101,3.7993813,0.26117364,2.5985088,0,0,3.3162348,2.4044452,2.3064952,0
77,77,4,0,1.404101,1.8578702,0.26117364,4.2992544,0,0,3.3202012,2.4519777,2.0142307,0
78,78,4,0,1.404101,1.5323591,0.26117364,5,0,0,3.9326463,2.650392,1.5786061,0
79,79,4,0,1.404101,2.822848,0.26117364,5,0,0,4.6789007,2.6910143,2.082218,0
80,80,4,0.07413011,1.404101,3.2032986,0.26117364,5,0,0,5.330755,2.6733327,1.9026256,0
81,81,4,1.3646742,1.404101,1.9677491,0.26117364,5,0,0,5.592075,2.604333,1.7653003,0
82,82,4,1.8985009,1.404101,2.3481998,0.26117364,5,0,0,5.92737,2.6276197,2.3209956,0
83,83,4,2.383643,1.404101,1.1126503,0.26117364,5,0,0,6.0762053,2.7210426,1.3283304,0
84,84,4,2.9316647,1.404101,1.4931009,0.26117364,5,0,0,6.7615294,2.4575553,1.8349657,0
85,85,4,3.4364939,1.404101,0.808,0.26117364,5,0,0,6.626234,2.3135586,1.9339862,0
86,86,4,4.966393,1.404101,0.808,0.26117364,4.3352513,0,0,6.0842037,2.1888423,3.4658833,0
87,87,4,7.606228,1.404101,0.808,0.26117364,3.5014384,0,0.19964403,6.009709,2.9074597,3.9281383,0.5
88,88,4,5.8308244,1.404101,0.808,0.26117364,3.6676257,0,0.049288057,5.81167,2.2803364,3.7944407,0
89,89,4,2.2436304,1.404101,1.9781237,0.26117364,4.8338127,0,0,5.727292,2.0918207,2.8657386,0
90,90,4,0.510716,1.404101,4.7642474,0.26117364,5,0,0,5.846999,2.2331548,3.824094,0
91,91,4,0,1.404101,6.0660787,0.26117364,4.5,0,0,6.3844705,2.7199626,3.0909302,0
92,92,4,0,1.404101,5.7519097,0.26117364,3,0.026634991,0,6.047845,2.1485229,2.211462,0
93,93,4,0,1.404101,7.053741,0.26117364,1,0,0,5.1865106,2.204565,2.291951,0
94,94,4,0,1.404101,7.1157,0.26117364,0,0,0,4.38287,2.205842,2.1562726,0
95,95,4,0,1.404101,5.561659,0.26117364,0,0.175,0,3.955054,2.2792845,1.1316051,0
96,96,4,0,1.404101,5.1956515,0.26117364,0,0,0,3.8061795,2.3356757,0.68308115,0
97,1,5,0,1.404101,7.1677938,0.26117364,0,0.042,0,3.6933525,2.1509943,2.9947321,0
98,2,5,0,1.404101,5.7471867,0.26117364,0.2,0,0,3.4346437,2.1664066,1.9754214,0
99,3,5,0,1.404101,2.7105796,0.26117364,1.4,0,0,3.1827495,2.1771855,0.37992948,0
100,4,5,0,1.404101,1.2899724,0.26117364,3.6,0,0,3.2106807,2.2062879,1.1022888,0
101,5,5,0,1.404101,1.208017,0.26117364,4.8,0,0,3.3097637,2.227531,2.1000075,0
102,6,5,0,1.404101,0.808,0.26117364,5,0,0,3.881941,2.2968602,1.2584839,0
103,7,5,0,1.404101,2.023983,0.26117364,5,0.175,0,4.62298,2.4028344,1.8024533,0
104,8,5,0.123581104,1.404101,1.6239661,0.26117364,5,0,0,5.223664,2.722354,0.4308146,0
105,9,5,0.3392387,1.404101,2.8399491,0.26117364,5,0,0,5.581348,2.38023,1.8468945,0
106,10,5,0.78395134,1.404101,2.439932,0.26117364,5,0,0,5.855773,2.3356934,1.6617019,0
107,11,5,1.5340762,1.404101,1.333357,0.26117364,5,0,0,6.032185,2.181035,1.2834985,0
108,12,5,5.6858587,1.404101,0.808,0.26117364,4.7008824,0,0,6.885428,2.1960115,3.7425866,0
109,13,5,8.24504,1.404101,0.808,0.26117364,3.4017646,0,0.35,6.850956,2.763339,3.6197941,0.5
110,14,5,7.351734,1.404101,0.808,0.26117364,3.1026468,0,0.35,6.164895,2.67489,3.7018812,0
111,15,5,6.0516725,1.404101,0.808,0.26117364,3.8035293,0,0,5.922036,2.479816,3.890634,0
112,16,5,4.995196,1.404101,0.808,0.26117364,4.7249928,0,0,5.8271914,2.5708976,3.7593844,0
113,17,5,3.3822207,1.404101,0.808,0.26117364,5,0,0,5.7367177,2.15984,2.9229476,0
114,18,5,0.2384715,1.404101,2.0637405,0.26117364,5,0,0,5.638907,2.504095,0.7884951,0
115,19,5,0,1.404101,3.2181988,0.26117364,4.8,0,0,6.206119,2.0561051,1.3852594,0
116,20,5,0,1.404101,4.887293,0.26117364,3.6,0,0,6.0293217,2.066296,2.02096,0
117,21,5,0,1.404101,6.8532057,0.26117364,1.4,0,0,5.200473,2.4525437,2.2294743,0
118,22,5,0,1.404101,7.203119,0.26117364,0.2,0,0,4.4029894,2.0967655,2.5326488,0
119,23,5,0,1.404101,6.9907484,0.26117364,0,0,0,4.0550904,2.1048627,2.4600804,0
120,24,5,0,1.404101,5.1623783,0.26117364,0,0.35,0,3.8038504,2.1631246,1.1746885,0
121,25,6,0,1.404101,6.4769974,0.26117364,0,0.1564815,0,3.6449966,2.1710923,2.4466748,0
122,26,6,0,1.404101,5.125998,0.26117364,0.5,0,0,3.4121604,2.1907716,1.6523511,0
123,27,6,0,1.404101,2.1589992,0.26117364,2,0,0,3.1861389,2.2222157,0.37992948,0
124,28,6,0,1.404101,0.808,0.26117364,4,0,0,3.2049427,2.2547655,0.9775766,0
125,29,6,0,1.404101,0.808,0.26117364,5,0,0,3.2957625,2.2742782,1.8672445,0
126,30,6,0,1.404101,0.808,0.26117364,5,0,0,3.881941,2.2088814,1.3464626,0
127,31,6,0,1.404101,0.808,0.26117364,5,0,0,4.537862,2.2704844,0.62893885,0
128,32,6,0.14281179,1.404101,1.0820831,0.26117364,5,0,0,5.187078,2.2871723,0.37992948,0
129,33,6,1.3945271,1.404101,1.1642442,0.26117364,5,0,0,5.537919,2.3130145,1.3371226,0
130,34,6,3.515603,1.404101,0.808,0.26117364,4.9412,0.35356882,0.15298888,5.9286375,2.1706576,2.9953725,0
131,35,6,7.5318127,1.404101,0.808,0.26117364,3.8823996,0.24325857,1.1198568,6.33702,2.3836637,4.254216,0
132,36,6,10.59969,1.404101,0.808,0.26117364,1.8235993,0.15722826,2.200604,7.027986,2.004016,3.7851968,0
133,37,6,12.131529,1.404101,0.808,0.26117364,0.46159098,0.51292896,2.5802586,6.877412,2.4870658,3.5985975,0
134,38,6,11.955202,1.404101,1.3463346,0.26117364,0.09958258,0.5943935,2.846034,6.3146067,2.7844725,3.6796846,0
135,39,6,11.855545,1.404101,0.808,0.26117364,0.73757416,0.32585797,2.6949239,6.113691,2.68151,3.866138,0
136,40,6,9.061786,1.404101,0.808,0.26117364,2.3755658,0.02584719,2.4299343,5.947393,1.7866696,3.7364874,0
137,41,6,5.2867146,1.404101,0.808,0.26117364,4.187783,0.5155735,1.3510658,5.813177,1.6938611,3.5692513,0
138,42,6,0.9382779,1.404101,0.808,0.26117364,5,0.63524735,0.38607633,5.5999913,1.885368,1.1393744,0
139,43,6,0,1.404101,2.0252302,0.26117364,5,0.5048389,0,6.136611,1.6680049,1.3547375,0
140,44,6,0,1.404101,2.8966875,0.26117364,4.5,0.83830947,0,5.952979,1.9286094,1.9826934,0
141,45,6,0,1.404101,3.938468,0.26117364,3,0.707901,0,5.1084414,1.9785458,2.1886673,0
142,46,6,0,1.404101,4.265734,0.26117364,1,1.0413716,0,4.2533727,1.9875818,1.6954365,0
143,47,6,0,1.404101,3.4086125,0.26117364,0,1.8387214,0,3.8043408,2.008832,1.0634458,0
144,48,6,0,1.404101,1.5234711,0.26117364,0,3.09995,0,3.5491269,2.0750809,0.6284987,0
145,49,7,0,1.6701319,2.8324025,0.26117364,0,0.60342944,0,3.4016633,1.549555,0.37992948,0
146,50,7,0,1.6701319,2.424,0.26117364,0.7027805,0.1267147,0,3.199814,1.5690675,0.37992948,0
147,51,7,0,1.6701319,0.808,0.26117364,2.405561,0,0,3.1193383,1.6096092,0.37992948,0
148,52,7,0,1.6701319,0.808,0.26117364,3.1724663,0,0,3.1933758,1.7122935,0.9701126,0
149,53,7,0,1.6701319,0.808,0.26117364,4.586233,0,0,3.325379,1.7618473,2.2023227,0
150,54,7,0,1.6701319,0.808,0.26117364,5,0,0,3.9465632,1.8479875,1.9087653,0
151,55,7,0,1.6701319,0.808,0.26117364,5,0,0,4.664235,1.7170193,1.3220618,0
152,56,7,0.39297205,1.6701319,0.808,0.26117364,5,0,0,5.3982463,1.9055539,0.792488,0
153,57,7,4.2186904,1.6701319,0.808,0.26117364,5,0,0.27895314,6.002655,2.1658525,3.4745462,0
154,58,7,6.751622,1.6701319,0.808,0.26117364,4.7541013,0,0.9079063,6.508523,2.077288,4.7153225,0
155,59,7,7.645792,1.6701319,0.808,0.26117364,3.8166914,0,1.1868594,6.7174215,1.9316895,4.3298287,0
156,60,7,8.973811,1.6701319,0.808,0.26117364,2.527717,0,1.3499016,7.216847,1.7922226,3.8458729,0
157,61,7,10.0883465,1.6701319,0.808,0.26117364,2.2387426,0,1.4888299,7.0230083,2.8652349,3.6533313,0
158,62,7,7.0320473,1.6701319,0.808,0.26117364,2.949768,0,0.81387913,6.324538,1.8097135,3.7370005,0
159,63,7,3.1358278,1.6701319,0.808,0.26117364,4.474884,0,0,6.0464544,1.7854575,2.4821165,0
160,64,7,2.5144649,1.6701319,0.808,0.26117364,5,0,0,5.8731337,1.3845068,2.96014,0
161,65,7,2.408163,1.6701319,0.808,0.26117364,5,0,0,5.7326927,1.3247257,3.054061,0
162,66,7,1.0217155,1.6701319,0.808,0.26117364,5,0,0,5.5450716,1.3054706,1.8744886,0
163,67,7,0.083444946,1.6701319,1.2873327,0.26117364,5,0.5755191,0,6.075729,1.3323324,1.4335513,0
164,68,7,0,1.6701319,2.1594257,0.2814541,5,0.33715904,0,6.0639195,1.2667559,2.0815055,0
165,69,7,0,1.6701319,2.522669,0.28062606,4,0.44504005,0,5.2778554,1.3105835,2.294039,0
166,70,7,0,1.6701319,2.9620705,0.2809364,2,0.66680014,0,4.443826,1.3150231,1.7851002,0
167,71,7,0,1.6701319,3.2731054,0.26117364,0.5,0.7746812,0,3.8982348,1.4118847,1.1329834,0
168,72,7,0,1.6701319,2.5032184,0.26117364,0,1.2400801,0,3.5051987,1.4492313,0.6841844,0
169,73,8,0,1.6701319,2.4606202,0.26117364,0,1.05,0,3.3756385,1.6503681,0.37992948,0
170,74,8,0,1.6701319,1.23274,0.26117364,1.7506338,0.35,0,3.1897757,1.6589845,0.37992948,0
171,75,8,0,1.6701319,0.808,0.26117364,2.5012677,0,0,3.1260376,1.6986161,0.37992948,0
172,76,8,0,1.6701319,0.808,0.26117364,2.9240282,0,0,3.1759853,1.7711612,0.6801976,0
173,77,8,0,1.6701319,0.808,0.26117364,4.346789,0,0,3.3086178,1.8015904,1.9398963,0
174,78,8,0,1.6701319,0.808,0.26117364,5,0,0,3.9465632,1.7857624,1.9709904,0
175,79,8,0,1.6701319,0.808,0.26117364,5,0,0,4.664235,1.8797108,1.1593703,0
176,80,8,0.98482597,1.6701319,0.808,0.26117364,5,0,0,5.439676,1.7469745,1.5014915,0
177,81,8,2.1865165,1.6701319,0.808,0.26117364,5,0,0,5.860403,1.8909816,2.1384485,0
178,82,8,2.9039874,1.6701319,0.808,0.26117364,5,0,0.110255525,6.2564015,1.9233744,2.317272,0
179,83,8,4.578023,1.6701319,0.808,0.26117364,5,0,0.57051104,6.58551,1.8337141,3.2916043,0
180,84,8,7.1274424,1.6701319,0.808,0.26117364,4.880457,0,1.3807666,7.252293,2.3309674,3.7471883,0
181,85,8,8.446629,1.6701319,0.808,0.26117364,3.7609136,0,2.2447822,7.01464,2.0871243,3.5643117,0
182,86,8,9.417289,1.6701319,0.808,0.26117364,2.9098003,0,2.3980417,6.4887075,2.499874,3.643781,0
183,87,8,8.046338,1.6701319,0.808,0.26117364,2.9736466,0,2.006714,6.2851033,1.6049691,3.8265147,0
184,88,8,6.436151,1.6701319,0.808,0.26117364,3.980235,0,1.6603729,6.076268,1.6836101,3.6994507,0
185,89,8,5.7063537,1.6701319,0.808,0.26117364,3.9868233,0,0.98992044,5.8926435,1.8241711,3.5355508,0.15420747
186,90,8,2.7059827,1.6701319,0.808,0.26117364,4.9934115,0,0.31996024,5.6625094,1.4502715,2.9699688,0
187,91,8,0.096672654,1.6701319,1.0960494,0.2735683,5,0.5993253,0,6.063265,1.3311261,1.305367,0
188,92,8,0,1.6701319,1.5841539,0.26117364,5,0.9378166,0,6.0236506,1.4728397,1.9207959,0
189,93,8,0,1.6701319,1.383275,0.26117364,4.9263296,0.64080507,0,5.262941,1.4601241,2.1226609,0
190,94,8,0,1.6701319,0.808,0.26117364,3.852659,1.0503957,0,4.422727,1.5443739,1.6392696,0
191,95,8,0,1.6701319,0.808,0.26117364,1.7789885,1.8372673,0,3.8152065,1.4844786,1.0198867,0
192,96,8,0,1.6701319,0.808,0.26117364,0,2.919577,0,3.3865335,1.6427432,0.5936161,0
193,1,9,0,1.6701319,0.808,0.26117364,0.11124419,2.4995158,0,3.2677422,1.6664041,0.37992948,0
194,2,9,0,1.6701319,0.808,0.26117364,1.4774365,1.05,0,3.14092,1.7099029,0.37992948,0
195,3,9,0,1.6701319,0.808,0.26117364,2.2547588,0.35,0,3.108782,1.8193632,0.37992948,0
196,4,9,0,1.6701319,0.808,0.26117364,2.6940084,0,0,3.1598837,1.8575107,0.37992948,0
197,5,9,0,1.6701319,0.808,0.26117364,2.652332,0,0,3.1900058,1.7857124,0.37992948,0
198,6,9,0,1.6701319,0.808,0.26117364,3.4276474,0,0,3.8364985,1.9145354,0.37992948,0
199,7,9,0.8244121,1.6701319,0.808,0.26117364,4.322343,0,0.16452064,4.6745076,1.8777087,1.1333339,0
200,8,9,3.6568413,1.6701319,0.808,0.26117364,4.2170386,0,0.66713285,5.57191,1.9980661,2.3400874,0
201,9,9,7.6066895,1.6701319,0.808,0.26117364,3.1117344,0.15583698,1.0354364,6.1076365,2.0148392,4.4196653,0
202,10,9,10.7697525,1.6701319,0.808,0.26117364,1.5573364,0,1.5176189,6.566018,2.2266474,4.72012,0
203,11,9,11.32415,1.6701319,0.808,0.26117364,1.0029385,0,2.0988994,6.7779436,1.8195871,4.333974,0
204,12,9,11.609344,1.6701319,0.808,0.26117364,0.7177447,0,2.5663006,7.2746363,1.3402685,3.8491993,0
205,13,9,11.540118,1.6701319,0.808,0.26117364,0.78697044,0,2.7060015,7.0230083,1.645063,3.6563315,0
206,14,9,11.319256,1.6701319,0.808,0.26117364,1.0078334,0,2.7318232,6.4887075,2.0697308,3.7401428,0
207,15,9,10.192016,1.6701319,0.808,0.26117364,1.9302135,0,2.4687657,6.3622603,2.0616596,3.9328592,0
208,16,9,7.8748794,1.6701319,0.808,0.26117364,1.9728721,0.2562792,1.6486315,6.0364637,1.3233981,3.7988534,0
209,17,9,5.167342,1.6701319,0.808,0.26117364,3.0155308,0.0486793,0.9423762,5.7869225,1.1557328,3.0498374,0
210,18,9,1.580077,1.6701319,0.808,0.26117364,4,0,0.35,5.5141573,1.1659232,1.2533121,0
211,19,9,0.18050414,1.6701319,0.808,0.30771747,5,0.67733586,0,6.0489693,1.1208578,1.4378722,0
212,20,9,0,1.6701319,0.808,0.28720963,5,1.3890622,0,5.96932,1.0621715,2.0869226,0
213,21,9,0,1.6701319,0.808,0.3053466,4.6304803,1.2869093,0,5.2019625,1.163101,2.2998157,0
214,22,9,0,1.6701319,0.808,0.29832563,3.26096,1.3630686,0,4.3813086,1.1931725,1.7900159,0
215,23,9,0,1.6701319,0.808,0.28507993,1.13048,2.253107,0,3.7698112,1.204203,1.1367954,0
216,24,9,0,1.6701319,0.808,0.26117364,0,2.8407738,0,3.3865335,1.4703192,0.687237,0
217,25,10,0,1.9773393,1.3852273,0.26117364,0,3.6787417,0,3.2255468,1.4948636,0.41151923,2.1345625
218,26,10,0,1.9773393,1.1998804,0.26117364,0,2.1,0,3.0087907,1.5464023,0.37992948,0.56728125
219,27,10,0,1.9773393,1.442701,0.26117364,0,1.2707742,0,2.9449892,1.5910798,0.37992948,0
220,28,10,0,1.9773393,1.5131006,0.26117364,1,0.35,0,3.0440829,1.6416117,0.37992948,0
221,29,10,0,1.9773393,0.808,0.26117364,2.238457,0,0,3.1110327,1.758018,0.37992948,0
222,30,10,0,1.9773393,0.808,0.26117364,3.8827603,0,0,3.7655168,1.8178109,1.3099558,0
223,31,10,0.3444948,1.9773393,0.808,0.26117364,4.5270634,0,0.05791207,4.4607477,1.8614029,1.5020189,0
224,32,10,1.91434,1.9773393,0.808,0.26117364,4.1713667,0,0.8584951,5.1299257,1.6846385,1.423171,0
225,33,10,7.3728037,1.9773393,0.808,0.26117364,2.8156703,0,2.4729571,5.7474318,1.8358139,2.6427937,0.5
226,34,10,9.691346,1.9773393,0.808,0.26117364,2.3285348,0,3.2735403,6.215491,2.4752011,3.0661721,0
227,35,10,8.251531,1.9773393,0.808,0.26117364,2.7100306,0,3.2602441,6.3657913,1.3959888,2.9500601,0
228,36,10,9.928355,1.9773393,0.808,0.26117364,2.0915263,0,2.7260094,6.9329653,1.4201252,3.9513052,0
229,37,10,8.783308,1.9773393,0.808,0.26117364,2.473022,0,2.4630966,6.6363587,1.2522867,3.915111,0
230,38,10,10.03943,1.9773393,0.808,0.26117364,1.8545178,0,3.0140634,6.1610827,1.8540517,3.8752728,0
231,39,10,10.599445,1.9773393,0.808,0.26117364,1.4204359,0,2.7511506,6.066065,2.4171658,3.7960231,0
232,40,10,8.686787,1.9773393,0.808,0.26117364,1.986354,0,2.1053936,5.7725563,1.3425205,4.040022,0.42317188
233,41,10,4.3505945,1.9773393,0.808,0.26117364,3.552272,0,0.6457572,5.3962474,1.2466085,3.6247768,0
234,42,10,1.4889892,1.9773393,0.808,0.26117364,4.4602265,0,0,5.152889,1.0835372,2.723313,0
235,43,10,0.3194055,1.9773393,1.1132957,0.26117364,4.368181,0.22424585,0,5.6275697,1.0159639,1.5841179,0
236,44,10,0,1.9773393,2.023625,0.26117364,3.276136,0.815911,0,5.602307,1.0510471,1.6648412,0
237,45,10,0,1.9773393,2.6871438,0.26117364,1.1840907,1.5214552,0,4.8457437,1.3018548,1.4476144,0
238,46,10,0,1.9773393,2.7625713,0.26117364,0.09204534,2.031595,0,4.110176,1.328178,0.9721589,0.67822206
239,47,10,0,1.9773393,3.35252,0.26117364,0,2.427856,0,3.7117774,1.4142486,0.5004292,2.3564441
240,48,10,0,1.9773393,4.453391,0.26117364,0,3.6379957,0,3.5170991,1.3968816,0.37992948,5
241,49,11,0,1.9773393,1.0051013,0.26117364,0,2.3178658,0,3.198938,1.946623,0.37992948,0
242,50,11,0,1.9773393,1.4995096,0.26117364,0,1.6690948,0,3.029765,1.9614335,0.37992948,0
243,51,11,0,1.9773393,1.6510711,0.26117364,0.49573344,0.9946694,0,2.9942765,1.9697913,0.37992948,0
244,52,11,0,1.9773393,1.0483367,0.26117364,1.9914669,0.20636491,0,3.080952,1.9878105,0.37992948,0
245,53,11,0,1.9773393,0.808,0.26117364,2.4872003,0,0,3.1284447,1.9893492,0.37992948,0
246,54,11,0,1.9773393,0.808,0.26117364,3.0676603,0,0.02042351,3.7084599,1.9693707,0.37992948,0
247,55,11,0.5940674,1.9773393,0.808,0.26117364,3.598052,0,0.39084703,4.4131866,2.0186791,0.37992948,0
248,56,11,3.857756,1.9773393,0.808,0.26117364,3.1284435,0.07517,0.83175963,5.1929603,1.7969218,2.2502513,0
249,57,11,8.410305,1.9773393,0.808,0.26117364,1.6588353,0.26952454,1.3865514,5.7390785,1.9018519,4.2803373,0.04136821
250,58,11,10.830654,1.9773393,0.808,0.26117364,1.1892269,0,2.0552223,6.215491,2.2209773,4.538714,0
251,59,11,11.194153,1.9773393,0.808,0.26117364,0.82572836,0,2.5059404,6.4398737,1.9389203,4.14567,0
